"","fall_type","name","stream_name","verifiedx","verifiedy","tallest_drop_feet","number_of_drops","source_dataset","source_date","total_height_feet","source_url"
"2365","steep cascade","Mossy Rock Falls","Twentytwo Creek",-121.756404914,48.0778057050001,57,6,"World Waterfall Database",2017-02-17,145,NA
"2366",NA,"Mount Deception Falls",NA,-123.248965091,47.8208055260001,NA,NA,NA,NA,NA,NA
"2367",NA,"Mount Henderson Falls",NA,-123.310855047,47.6023055090001,NA,NA,NA,NA,NA,NA
"2368","tiered horsetail","Murhut Falls","Murhut Creek",-123.050475024,47.6732055410001,117,2,"World Waterfall Database",2017-02-17,153,NA
"2369","plunge","Murphy Creek Falls","Murphy Creek",-124.5188353,47.8864053870001,NA,NA,NA,NA,NA,NA
"2370",NA,"Nadeau Falls",NA,-121.662194773,47.5561056870001,NA,NA,NA,NA,NA,NA
"2371",NA,"Nine Stream Falls","Nine Stream",-123.349805056,47.616005505,NA,NA,NA,NA,NA,NA
"2372","tiered horsetail","Noname Falls",NA,-123.532495046,47.4527054770001,52,2,"World Waterfall Database",2017-02-17,85,NA
"2373",NA,"Noochsakatsu Falls",NA,-121.724445103,48.842805748,NA,NA,NA,NA,NA,NA
"2374","segmented plunges","Nooksack Falls","North Fork Nooksack River",-121.8086651,48.9053057409343,NA,1,"World Waterfall Database",2017-02-17,88,NA
"2375","veiling horsetail","North Fork Falls","North Fork Coal Creek",-122.131494844,47.5373056350001,24,1,"World Waterfall Database",2017-02-17,24,NA
"2376",NA,"North Fork Sitkum Falls","North Fork Sitkum Creek",-124.1511053,47.9433054309381,NA,NA,"World Waterfall Database",2017-02-17,20,NA
"2377",NA,"North Fork Tolt Falls","North Fork Tolt River",-121.784464832,47.717705682,NA,NA,NA,NA,NA,NA
"2378",NA,"North Fork Wallace Falls","North Fork Wallace River",-121.661904851,47.8835057050001,NA,NA,NA,NA,NA,NA
"2379","tiered plunge","Old Spur Falls","Black Creek",-121.708694777,47.542705681,52,2,"World Waterfall Database",2017-02-17,96,NA
"2380","steep cascade","Olney Falls","Olney Creek",-121.717804859,47.8783056980001,NA,NA,"World Waterfall Database",2017-02-17,60,NA
"2381",NA,"Oyster Creek Falls","Oyster Creek",-122.440375169,48.640605657,NA,NA,NA,NA,NA,NA
"2382",NA,"Padden Creek Falls","Padden Creek",-122.469545191,48.7073056570001,NA,NA,NA,NA,NA,NA
"2383",NA,"Palmer Falls",NA,-121.887364752,47.312405649,NA,NA,NA,NA,NA,NA
"2384",NA,"Park Creek Falls","Park Creek",-121.730015083,48.7589057430001,NA,NA,NA,NA,NA,NA
"2385",NA,"Patterson Falls",NA,-122.127984737,47.07690561,NA,NA,NA,NA,NA,NA
"2386","steep cascade","Paul Falls","Paul Creek",-122.825915233,48.650305614,NA,NA,NA,NA,NA,NA
"2387",NA,"Paull Creek Falls","Paull Creek",-123.680675141,47.757805476,NA,NA,NA,NA,NA,NA
"2388","vertical block","Perfection Falls","Donkey Creek",-123.812875058,47.32770544,NA,1,"World Waterfall Database",2017-02-17,15,NA
"2389",NA,"Perry Creek Falls","Perry Creek",-123.020474871,47.0511855130001,NA,NA,"World Waterfall Database",2017-02-17,50,NA
"2390","vertical block","Pilchuck Falls","Pilchuck Creek",-122.150835039,48.3176056730001,14,1,"World Waterfall Database",2017-02-17,14,NA
"2391",NA,"Pine Creek Falls","Pine Creek",-121.60972471,47.3243056800001,NA,NA,NA,NA,NA,NA
"2392",NA,"Pinnacle Falls",NA,-121.731545104,48.840605747,NA,NA,"World Waterfall Database",2017-02-17,180,NA
"2393","vertical block","Pixie Falls","Whatcom Creek",-122.441335198,48.7562056630001,NA,NA,"World Waterfall Database",2017-02-17,15,NA
"2394",NA,"PJ Lake Falls",NA,-123.416515147,47.9474055140001,NA,NA,NA,NA,NA,NA
"2395",NA,"Plumbayo Falls","Plumbayo Creek",-122.098765104,48.6070056940001,NA,NA,"World Waterfall Database",2017-02-17,40,NA
"2396",NA,"Popahomy Falls",NA,-121.66699509,48.830405754,NA,NA,NA,NA,NA,NA
"2397",NA,"Porter Creek Falls","Porter Creek",-122.098365153,48.7966057030001,NA,NA,NA,NA,NA,NA
"2398",NA,"Pressentin Creek Falls","Pressentin Creek",-121.846105027,48.4639057150001,NA,NA,NA,NA,NA,NA
"2399",NA,"Promise Creek Falls","Promis Creek",-123.611075118,47.705305481,NA,NA,NA,NA,NA,NA
"2400",NA,"Prospector Falls",NA,-122.298755166,48.718105677,NA,NA,NA,NA,NA,NA
"2401",NA,"Ptarmigan Cascades",NA,-121.697495097,48.835705751,NA,NA,NA,NA,NA,NA
"2402","plunge","Purdue Falls","Ridley Creek",-121.860705094,48.721405727,103,1,"World Waterfall Database",2017-02-17,103,NA
"2403",NA,"Putven Falls","Whitehorse Creek",-123.263135038,47.594805514,NA,NA,NA,NA,NA,NA
"2404",NA,"Pyroclast Falls",NA,-121.742135104,48.8351057450001,NA,NA,NA,NA,NA,NA
"2405",NA,"Qanqan Falls",NA,-121.684765089,48.812805751,NA,NA,NA,NA,NA,NA
"2406",NA,"Queest Alb Falls","Boulder River",-121.711274932,48.1763057150001,NA,NA,NA,NA,NA,NA
"2407",NA,"Queets Basin Falls",NA,-123.6290851,47.7627054809387,NA,NA,NA,NA,NA,NA
"2408","tiered plunge","Racehorse Falls","Racehorse Creek",-122.125195179,48.878905704,61,4,"World Waterfall Database",2017-02-17,139,NA
"2409","tiered horsetail","Rachor Falls","Black Creek",-121.710204778,47.5435056810001,237,3,"World Waterfall Database",2017-02-17,309,NA
"2410","tiered horsetail","Rainbow Creek Falls","Rainbow Creek",-124.190665267,47.9525054270001,21,2,"World Waterfall Database",2017-02-17,35,NA
"2411",NA,"Rainbow Falls",NA,-121.95766476,47.295705641,NA,NA,NA,NA,NA,NA
"2412","tiered plunge","Rainbow Falls","Rainbow Creek",-121.676795077,48.77070575,NA,2,"World Waterfall Database",2017-02-17,146,NA
"2413",NA,"Reville Falls",NA,-122.297075163,48.712005677,NA,NA,NA,NA,NA,NA
"2414",NA,"Rex River Falls","Rex River",-121.633374711,47.311905677,NA,NA,NA,NA,NA,NA
"2415","tiered horsetail","Rock Creek Falls","Rock Creek",-123.313084992,47.372405497,80,3,"World Waterfall Database",2017-02-17,125,NA
"2416","plunge","Rock Gnome Falls",NA,-121.877895117,48.7981057280001,74,1,"World Waterfall Database",2017-02-17,74,NA
"2417","tiered horsetail","Rocky Brook Falls","Rocky Brook",-122.941705018,47.721205555,229,3,"World Waterfall Database",2017-02-17,229,NA
"2418",NA,"Rosario Falls",NA,-122.866665238,48.6488056090001,NA,NA,NA,NA,NA,NA
"2419",NA,"Round Mountain Falls",NA,-121.743814976,48.33200572,NA,NA,NA,NA,NA,NA
"2420","segmented horsetails","Royal Basin Falls","Royal Creek",-123.216585088,47.83140553,61,1,"World Waterfall Database",2017-02-17,61,NA
"2421",NA,"Royal Creek Falls","Royal Creek",-123.214145093,47.853305532,NA,NA,NA,NA,NA,NA
"2422","veiling plunge","Rustic Falls","Cascade Creek",-122.831445233,48.647005613,NA,1,"World Waterfall Database",2017-02-17,10,NA
"2423",NA,"Ruth Creek Falls","Ruth Creek",-121.651225105,48.894905759,NA,NA,NA,NA,NA,NA
"2424","tiered horsetail","Ryan Falls",NA,-122.024795,48.256305680937,40,2,"World Waterfall Database",2017-02-17,75,NA
"2425",NA,"Saghalie Creek Falls","Saghalie Creek",-123.658715135,47.7455054770001,NA,NA,NA,NA,NA,NA
"2426","gradual cascade","Salmon Cascades","Sol Duc River",-123.924385245,48.0229054600001,13,1,"World Waterfall Database",2017-02-17,13,NA
"2427",NA,"Sams River Falls","Sams River",-123.835755128,47.605305451,NA,NA,"World Waterfall Database",2017-02-17,20,NA
"2428","horsetail","Sandstone Falls",NA,-122.1496648,47.5451056309394,NA,1,"World Waterfall Database",2017-02-17,20,NA
"2429",NA,"Sandy Creek Falls","Sandy Creek",-121.732655064,48.685205739,NA,NA,NA,NA,NA,NA
"2430",NA,"Schoeffel Creek Falls","Scheffel Creek",-123.68192519,47.9532054840001,NA,NA,"World Waterfall Database",2017-02-17,300,NA
"2431",NA,"Seattle Creek Falls","Seattle Creek",-123.603165117,47.707805482,NA,NA,NA,NA,NA,NA
"2432",NA,"Sentinel Peak Falls",NA,-123.331285091,47.770005515,NA,NA,NA,NA,NA,NA
"2433",NA,"Service Falls","Queets River",-123.658505138,47.757505478,NA,NA,"World Waterfall Database",2017-02-17,125,NA
"2434",NA,"Seven Lakes Falls",NA,-123.778485198,47.9264054720001,NA,NA,NA,NA,NA,NA
"2435",NA,"Seven Step Falls",NA,-124.158545254,47.918805429,NA,NA,NA,NA,NA,NA
"2436",NA,"Shaun Falls","Shaun Creek",-121.90163479,47.4630056560001,NA,NA,NA,NA,NA,NA
"2437","tiered plunge","Sholes Creek Falls","Sholes Creek",-121.772865115,48.8542057430001,103,2,"World Waterfall Database",2017-02-17,165,NA
"2438","veiling horsetail","Silver Falls","Silver Creek",-122.3854752,48.6923056709352,105,1,"World Waterfall Database",2017-02-17,105,NA
"2439",NA,"Sister Creek Falls","Sister Creek",-121.976285115,48.7278057140001,NA,NA,NA,NA,NA,NA
"2440",NA,"Sister Glacier Falls","Sister Creek",-121.9755451,48.7171057109351,NA,NA,NA,NA,NA,NA
"2441",NA,"Sitkum Falls","Sitkum Creek",-124.048715247,47.959605443,NA,NA,NA,NA,NA,NA
"2442",NA,"Skokomish Falls","North Fork Skokomish River",-123.379555045,47.549905498,NA,NA,"World Waterfall Database",2017-02-17,100,NA
"2443",NA,"Skookum Creek Falls","Skookum Creek",-121.981035103,48.6760057110001,NA,NA,NA,NA,NA,NA
"2444",NA,"Skyline Falls",NA,-121.892265132,48.8447057290001,NA,NA,NA,NA,NA,NA
"2445","tiered horsetail","SMC Falls",NA,-121.701484779,47.5540056830001,175,6,"World Waterfall Database",2017-02-17,325,NA
"2446",NA,"Smith Creek Falls","Smith Creek",-121.866415119,48.81100573,NA,NA,NA,NA,NA,NA
"2447","dam","Snoqualmie Falls","Snoqualmie River",-121.838094799,47.541705667,268,1,"World Waterfall Database",2017-02-17,268,NA
"2448","horsetail","Snow Creek Falls","Snow Creek",-122.934855069,47.9339055670001,55,1,"World Waterfall Database",2017-02-17,55,NA
"2449","horsetail","Snow Gulch Falls",NA,-121.689534942,48.2325057210001,71,1,"World Waterfall Database",2017-02-17,71,NA
"2450","segmented plunges","Sol Duc Falls","Sol Duc River",-123.81906521,47.9514054690001,37,2,"World Waterfall Database",2017-02-17,48,NA
"2451",NA,"South Fork Falls","South Fork Nooksack River",-122.003435087,48.600605704,NA,NA,NA,NA,NA,NA
"2452",NA,"South Fork Hoh Falls","South Fork Hoh River",-123.722185152,47.7774054720001,NA,NA,NA,NA,NA,NA
"2453",NA,"South Fork Skokomish Falls","South Fork Skokomish River",-123.461125043,47.4907054870001,NA,NA,NA,NA,NA,NA
"2454",NA,"South Fork Thunder Falls","South Fork Thunder Creek",-121.655685027,48.591905743,NA,NA,NA,NA,NA,NA
"2455",NA,"South Squak Glacier Falls",NA,-121.803885089,48.738405734,NA,NA,NA,NA,NA,NA
"2456","tiered plunge","Spoon Creek Falls","Spoon Creek",-123.564465027,47.353705469,66,4,"World Waterfall Database",2017-02-17,93,NA
"2457",NA,"Staircase Rapids","North Fork Skokomish River",-123.334725031,47.519605502,NA,NA,NA,NA,NA,NA
"2458",NA,"Standard Falls","Standard Creek",-122.22472516,48.7461056870001,NA,NA,NA,NA,NA,NA
"2459","veiling horsetail","Stephans Falls","Deep Creek",-121.886294749,47.2962056480001,NA,NA,NA,NA,NA,NA
"2460",NA,"Stickney Falls",NA,-121.645694861,47.931405709,NA,NA,NA,NA,NA,NA
"2461",NA,"Stickney Ridge Falls",NA,-121.653834854,47.8979057070001,NA,NA,NA,NA,NA,NA
"2462","tiered horsetail","Sudden Valley Falls",NA,-122.356995173,48.7138056700001,60,2,"World Waterfall Database",2017-02-17,93,NA
"2463",NA,"Sulphur Creek Falls","Sulphur Creek",-121.726315059,48.670705739,NA,NA,NA,NA,NA,NA
"2464",NA,"Sulphur Moraine Falls",NA,-121.786445086,48.7373057360001,NA,NA,NA,NA,NA,NA
"2465",NA,"Sund Creek Falls","Sund Creek",-123.125254979,47.442305521,NA,NA,NA,NA,NA,NA
"2466",NA,"Sundown Falls",NA,-123.513195062,47.536305483,NA,NA,NA,NA,NA,NA
"2467",NA,"Survey Creek Falls","Survey Creek",-121.626925026,48.606505747,NA,NA,NA,NA,NA,NA
"2468","tiered horsetail","Swamp Creek Falls","Swamp Creek",-121.6421251,48.9481057609341,NA,NA,"World Waterfall Database",2017-02-17,650,NA
"2469",NA,"Swift Creek Falls","Swift Creek",-121.69156509,48.8098057500001,NA,NA,NA,NA,NA,NA
"2470","steep tiered cascades","Switchback Falls",NA,-121.623014762,47.53370569,43,2,"World Waterfall Database",2017-02-17,52,NA
"2471","tiered plunge","Sygitowicz Creek Falls","Sygitowicz Creek",-122.231595168,48.7721056870001,150,3,"World Waterfall Database",2017-02-17,250,NA
"2472","horsetail","Tailrace Falls",NA,-121.711774779,47.546505681,NA,NA,NA,NA,NA,NA
"2473",NA,"Talum Glacier Falls",NA,-121.785485089,48.748905736,NA,NA,NA,NA,NA,NA
"2474",NA,"Tatasum Falls",NA,-121.67454509,48.8228057530001,NA,NA,NA,NA,NA,NA
"2475",NA,"Tebo Falls",NA,-123.441785037,47.4764054880001,NA,NA,NA,NA,NA,NA
"2476","steep tiered cascades","Tennant Falls",NA,-121.875315116,48.797005729,97,2,"World Waterfall Database",2017-02-17,153,NA
"2477",NA,"Terrace Falls",NA,-122.062034984,48.154105675,NA,NA,NA,NA,NA,NA
"2478","horsetail","Third Beach Falls",NA,-124.577155305,47.8730053800001,119,1,"World Waterfall Database",2017-02-17,119,NA
"2479",NA,"Thompson Creek Falls","Thompson Creek",-121.875685139,48.8836057330001,NA,NA,NA,NA,NA,NA
"2480",NA,"Thunder Creek Falls","Thunder Creek",-121.703855038,48.602805738,NA,NA,NA,NA,NA,NA
"2481",NA,"Thunder Glacier Falls","Wallace Creek",-121.88353511,48.7669057260001,NA,NA,NA,NA,NA,NA
"2482",NA,"Tin Mine Falls","Tin Mine Creek",-122.813014964,47.5808055620001,NA,NA,"World Waterfall Database",2017-02-17,50,NA
"2483",NA,"Tinling Falls","Tinling Creek",-122.176235156,48.7594056930001,NA,NA,NA,NA,NA,NA
"2484",NA,"Titacoclos Falls","Titacoclos Creek",-124.702835453,48.385905388,NA,NA,NA,NA,NA,NA
"2485",NA,"Toboggan Falls","Toboggan Creek",-122.044545153,48.8303057110001,NA,NA,NA,NA,NA,NA
"2486",NA,"Tokul Creek Falls","Tokul Creek",-121.8228448,47.55670567,NA,NA,NA,NA,NA,NA
"2487",NA,"Tolt Falls","Tolt River",-121.700224812,47.6921056900001,NA,NA,NA,NA,NA,NA
"2488",NA,"Tom Lakes Falls",NA,-123.761975169,47.8191054690001,NA,NA,NA,NA,NA,NA
"2489",NA,"Tomtit Falls","McCoy Creek",-121.750084851,47.821605692,NA,NA,NA,NA,NA,NA
"2490","horsetail","Alpental Falls",NA,-121.422804708,47.4500057070001,NA,1,"World Waterfall Database",2017-02-17,250,NA
"2491","segmented steep cascade","Alpine Falls","Tye River",-121.226204739,47.7168057430001,28,2,"World Waterfall Database",2017-02-17,34,NA
"2492","steep tiered cascades","Alta Basin Falls",NA,-121.315624685,47.4239057180001,78,2,"World Waterfall Database",2017-02-17,115,NA
"2493",NA,"American Ridge Falls",NA,-121.301074556,46.8772056870001,NA,NA,NA,NA,NA,NA
"2494","tiered plunge","Ancient Lake Falls",NA,-119.939824389,47.1526058490001,50,2,"World Waterfall Database",2017-02-17,100,NA
"2495","curtain horsetail","Angeline Falls",NA,-121.310354721,47.5834057270001,424,1,"World Waterfall Database",2017-02-17,424,NA
"2496","horsetail","Aquaduct Falls",NA,-120.6396346,47.5933058009392,NA,1,"World Waterfall Database",2017-02-17,50,NA
"2497",NA,"Azurite Falls","Babcock Creek",-121.290854715,47.570805728,NA,NA,NA,NA,NA,NA
"2498",NA,"Barker Canyon Falls",NA,-119.170904438,47.9391059800001,NA,NA,NA,NA,NA,NA
"2499",NA,"Bean Creek Falls","Bean Creek",-120.859424603,47.4032057650001,NA,NA,NA,NA,NA,NA
"2500",NA,"Bear Creek Falls","Bear Creek",-121.274714476,46.5391056710001,NA,NA,NA,NA,NA,NA
"2501","gradual sliding cascade","Bear Creek Falls","Bear Creek",-121.518994769,47.637805707,NA,1,"World Waterfall Database",2017-02-17,NA,NA
"2502",NA,"Bear Creek Falls","Bear Creek",-121.598784862,47.966505716,NA,NA,NA,NA,NA,NA
"2503","tiered plunge","Bear Creek Falls","North Fork Skykomish River",-121.381414807,47.8924057360001,8,3,"World Waterfall Database",2017-02-17,25,NA
"2504",NA,"Bear Lake Falls",NA,-121.398334734,47.572605717,NA,NA,"World Waterfall Database",2017-02-17,20,NA
"2505",NA,"Bears Breast Falls",NA,-121.242444701,47.545505732,NA,NA,NA,NA,NA,NA
"2506","segmented steep cascade","Beaverdale Falls","Illinois Creek",-121.54695478,47.6654057050001,141,1,"World Waterfall Database",2017-02-17,141,NA
"2507","plunge","Big Brother Falls","White Salmon River",-121.505584375,45.898605608,22,1,"World Waterfall Database",2017-02-17,22,NA
"2508","steep tiered cascades","Big Creek Falls","Big Creek",-121.454334746,47.586905711,NA,NA,"World Waterfall Database",2017-02-17,238,NA
"2509","steep tiered cascades","Big Heart Falls",NA,-121.318674723,47.5842057260001,700,2,"World Waterfall Database",2017-02-17,1262,NA
"2510",NA,"Big Snow Falls",NA,-121.372334723,47.5444057180001,NA,NA,NA,NA,NA,NA
"2511","steep tiered cascades","Bird Creek Falls","Bird Creek",-121.424244408,46.117105629,17,3,"World Waterfall Database",2017-02-17,28,NA
"2512",NA,"Blanca Lake Falls","Troublesome Creek",-121.347664812,47.9318057420001,200,NA,"World Waterfall Database",2017-02-17,1191,NA
"2513",NA,"Blazer Falls",NA,-121.535974723,47.4311056940001,NA,NA,NA,NA,NA,NA
"2514",NA,"Blockhouse Falls","Blockhouse Creek",-120.982644273,45.818605657,NA,NA,"World Waterfall Database",2017-02-17,56,NA
"2515","tiered gradual cascades","Borderline Falls","West Fork Miller River",-121.412164756,47.6591057200001,NA,2,"World Waterfall Database",2017-02-17,20,NA
"2516","tiered plunge","Boundary Creek Falls","Boundary Creek",-121.549714589,46.841105659,28,3,"World Waterfall Database",2017-02-17,72,NA
"2517",NA,"Bowman Creek Falls","Bowman Creek",-121.031054288,45.851605654,NA,NA,NA,NA,NA,NA
"2518","tiered plunge","Brennegan Creek Falls","Brennegan Creek",-120.439594649,47.89420584,80,2,"World Waterfall Database",2017-02-17,130,NA
"2519",NA,"Bridal Veil Falls",NA,-121.417534829,47.9562057360001,NA,NA,NA,NA,NA,NA
"2520","tiered horsetail","Bridal Veil Falls","Bridal Veil Creek",-121.569362088361,47.7900131682662,322,7,"World Waterfall Database",2017-02-17,1291,NA
"2521",NA,"Brigham Falls",NA,-120.919504677,47.6706057740001,NA,NA,NA,NA,NA,NA
"2522",NA,"Buckeye Creek Falls","Buckeye Creek",-117.537983993,47.3054061120001,NA,NA,NA,NA,NA,NA
"2523","wide gradual cascade","Bumping River Falls","Bumping River",-121.375954558,46.829105677,NA,NA,NA,NA,NA,NA
"2524","tiered horsetail","Burns Creek Falls","Burns Creek",-120.469494657,47.904805837,75,2,"World Waterfall Database",2017-02-17,125,NA
"2525","tiered horsetail","Burntboot Creek Falls","Burnboot Creek",-121.38618471,47.4826057130001,NA,2,"World Waterfall Database",2017-02-17,50,NA
"2526","plunging punchbowl","BZ Falls","White Salmon River",-121.507614368,45.8598056050001,NA,1,"World Waterfall Database",2017-02-17,14,NA
"2527",NA,"Cabin Creek Falls","Cabin Creek",-120.737654635,47.6233057910001,NA,NA,NA,NA,NA,NA
"2528","tiered gradual cascades","Camp Robber Cascades","Camp Robber Creek",-121.378314737,47.60150572,52,2,"World Waterfall Database",2017-02-17,76,NA
"2529",NA,"Canada Island Falls","Spokane River",-117.419874053,47.6641061500001,NA,NA,NA,NA,NA,NA
"2530",NA,"Cannon Mountain Falls",NA,-120.821834621,47.505205775,NA,NA,NA,NA,NA,NA
"2531","steep tiered cascades","Canyon Falls","South Fork Skykomish River",-121.534954812,47.8038057150001,26,2,"World Waterfall Database",2017-02-17,42,NA
"2532",NA,"Careno Falls",NA,-120.709854612,47.5463057900001,NA,1,"World Waterfall Database",2017-02-17,75,NA
"2533",NA,"Cascade Creek Falls","Cascade Creek",-121.569964443,46.1664056170001,NA,NA,NA,NA,NA,NA
"2534",NA,"Castile Falls","Klickitat River",-121.240784408,46.2549056570001,NA,NA,NA,NA,NA,NA
"2535","tiered horsetail","Cave Pool Falls","Burntboot Creek",-121.383774709,47.4821057140001,NA,2,"World Waterfall Database",2017-02-17,35,NA
"2536","steep tiered cascades","Cave Ridge Falls",NA,-121.416534707,47.4477057080001,NA,3,"World Waterfall Database",2017-02-17,350,NA
"2537","tiered horsetail","Cayuse Pass Falls","Chinook Creek",-121.53229459,46.8604056620001,16,3,"World Waterfall Database",2017-02-17,39,NA
"2538",NA,"Cedar Creek Falls","Cedar Creek",-121.378944561,46.8450056770001,NA,NA,NA,NA,NA,NA
"2539","horsetail","Chambers Creek Falls","Chambers Creek",-121.542744495,46.425905636,NA,1,"World Waterfall Database",2017-02-17,63,NA
"2540","segmented steep cascade","Chamokane Falls","Chamokane Creek",-117.857194182,47.865106117,NA,1,"World Waterfall Database",2017-02-17,NA,NA
"2541","tiered plunge","Chase Draw Falls",NA,-119.262574398,47.7008059560001,115,2,"World Waterfall Database",2017-02-17,152,NA
"2542","gradual cascade","Chelan Falls","Chelan River",-119.990424552,47.8123058840001,20,NA,"World Waterfall Database",2017-02-17,230,NA
"2543",NA,"Cherry Creek Falls","Cherry Creek",-117.772064,47.0291060709408,NA,NA,NA,NA,NA,NA
"2544","tiered horsetail","Chimney Rock Falls","East Fork Lemah Creek",-121.272804695,47.4960057260001,150,5,"World Waterfall Database",2017-02-17,800,NA
"2545","gradual cascade","Chinook Cascades","Chinook Creek",-121.546634585,46.826405659,15,3,"World Waterfall Database",2017-02-17,40,NA
"2546","tiered horsetail","Chinook Creek Falls","Chinook Creek",-121.532354589,46.853505661,102,5,"World Waterfall Database",2017-02-17,221,NA
"2547","tiered horsetail","Chinook Pass Falls","Chinook Creek",-121.52151459,46.8673056640001,42,3,"World Waterfall Database",2017-02-17,54,NA
"2548",NA,"Circle Lake Falls",NA,-121.156684687,47.547805741,NA,NA,NA,NA,NA,NA
"2549",NA,"Clarice Falls",NA,-121.173764709,47.626505744,NA,NA,NA,NA,NA,NA
"2550","plunge","Clear Creek Falls","Clear Creek",-121.3515745,46.6560056709416,NA,1,"World Waterfall Database",2017-02-17,228,NA
"2551","tiered gradual cascades","Clear Lake Falls","North Fork Tieton River",-121.2718445,46.6294056809416,35,2,"World Waterfall Database",2017-02-17,51,NA
"2552","plunge","Cleopatra Falls","Cleopatra Creek",-121.4628948,47.6358057109391,NA,1,"World Waterfall Database",2017-02-17,200,NA
