"X","state","country_code","shape","duration_seconds","summary","day_part","latitude","longitude","timezone","population","elevation_m","month","cyear"
1176,"NY","US","disk",60,"in july of that date my little  brother was sleeping, and he woke up and had a very powerful impuse to just look out the window and the","night",40.71427,-74.00597,"America/New_York",8804190,10,7,"2000+"
1177,"FL","US","disk",420,"Disk Shape Object surrounded with crystal lights around the aircraft, lights looked like crystals. It was stationary for all that time","night",28.75888,-81.31784,"America/New_York",16021,19,10,"2000+"
1178,"CA","US","disk",240,"Low Flying Glowing Object Videotaped over Sonora, CA","astronomical dusk",37.98409,-120.38214,"America/Los_Angeles",4818,544,9,"2000+"
1179,"CA","US","disk",2700,"I was only 8yrs old but I remember it clearly. While at my grandmother's house, my mother sent me to our car to get a sweater for her.","morning",34.05223,-118.24368,"America/Los_Angeles",3898747,89,2,"-1960"
1180,"CA","US","disk",180,"Large saucer shaped object, with many windows, which was flying slow and low to the ground  was seen tonight.","night",37.66243,-121.87468,"America/Los_Angeles",79510,106,11,"2000+"
1181,"CA","US","disk",360,"I & 7 friends notice a disc shape object still at night with no sound also,glowing orange haze around the bottom. started moving south.","civil dusk",37.77493,-122.41942,"America/Los_Angeles",864816,16,7,"1960-1980"
1182,"AU","AU","disk",120,"In early 2016, was watering my plants in my backyard at roughly 7am when i dont really no why i did it but i looked behind myself a","night",-31.95224,115.8614,"Australia/Perth",2192229,2,1,"2000+"
1183,"NY","US","disk",180,"1957  Four miles south of Barker NY, 6 kids, 1 adult saw saucer at dusk, 2 kids saw it again in daylight next day","afternoon",43.33006,-78.55475,"America/New_York",512,100,7,"-1960"
1184,"CA","US","disk",300,"Just before Dusk I saw, 50 feet from my car a Flying Disk that had two Rings Rotating around its main body. It was trully awesome!","afternoon",37.4716,-121.12966,"America/Los_Angeles",21498,31,6,"1980-2000"
1185,"WA","US","disk",86400,"Starting at 18:05 I witnessed at least 7 rounded/circular/oval objects in approx. a 140 degree arc approximating a line southeast to no","afternoon",47.30732,-122.22845,"America/Los_Angeles",77006,25,7,"1980-2000"
1186,"CA","US","disk",30,"UFO's are attracted to me.","nautical dusk",34.05223,-118.24368,"America/Los_Angeles",3898747,89,6,"1980-2000"
1187,"NY","US","disk",180,"I saw and video recorded 3 metalic sacuer shape objects flying by the empire state building.","afternoon",40.71427,-74.00597,"America/New_York",8804190,10,8,"2000+"
1188,"NY","US","disk",60,"The saucer floated with lights circling around it, and with a bright flash shot away.","astronomical dawn",42.76756,-78.74392,"America/New_York",3206,263,6,"1980-2000"
1189,"FL","US","disk",1200,"Multiple bizarre objects in the night sky","night",30.76213,-86.57051,"America/Chicago",23270,72,7,"2000+"
1190,"FL","US","disk",3,"This was a disk shaped bright white light, very fast,","night",27.29393,-80.35033,"America/New_York",164603,5,12,"2000+"
1191,"ON","CA","disk",30,"Huge disk, glowing white aurau,5-10.000 feet headin se at fighter jet++speed ,leaving small aurua tail,up close 8x21 binaculars","astronomical dusk",44.60868,-79.42068,"America/Toronto",31166,169,12,"2000+"
1192,"BC","CA","disk",10,"There is allot of detail on this saucer shaped object.","afternoon",54.05244,-128.65342,"America/Vancouver",8987,33,7,"2000+"
1193,"ENG","GB","disk",300,"ufo's shock family","afternoon",53.99078,-1.5373,"Europe/London",89060,147,4,"2000+"
1194,"ON","CA","disk",120,"It really scared me but nothing really happened after that.  ((anonymous report))","night",43.70011,-79.4163,"America/Toronto",2600000,175,3,"2000+"
1195,"CA","US","disk",120,"All lights appeared white that blinked in sequence around the object.  May have a redlight in the middle that turned off suddenly.","night",34.95303,-120.43572,"America/Los_Angeles",105093,67,3,"2000+"
1196,"WA","US","disk",15,"Sept 9th, 2018, strange reddish brown, rectangular disc shaped object seen over Spokane.","morning",47.65966,-117.42908,"America/Los_Angeles",213272,571,9,"2000+"
1197,"CA","US","disk",4,"The silver disk moved from right  to left and stopped fror a moment and disappeared.","afternoon",34.14251,-118.25508,"America/Los_Angeles",201020,159,8,"2000+"
1198,"CA","US","disk",600,"2 PICTURES TAKEN OF SUNRISE FROM PHONE CAMERA ABOUT 7 AM +/- IN MID TOWN OXNARD LOOKING EAST 2ND PHOTO SHOWS 3 SAUCER LIKE OBJECTS","civil dawn",34.1975,-119.17705,"America/Los_Angeles",207254,16,11,"2000+"
1199,"CA","US","disk",3,"This object was huge with lights on top and bottom","night",34.1064,-117.59311,"America/Los_Angeles",175236,368,12,"2000+"
1200,"CA","US","disk",1200,"Oval-shaped circle of very bright lights hovering and gliding from sided to side laterally in the sky over Aliso Viejo","night",33.56504,-117.72712,"America/Los_Angeles",50195,143,8,"2000+"
1201,"TX","US","disk",86400,"Light's in Triangle Fromation","afternoon",31.75872,-106.48693,"America/Denver",681124,1133,6,"1980-2000"
1202,"FL","US","disk",1200,"Luminous white saucer shaped object zig zags around the moon","night",26.31841,-80.09977,"America/New_York",79768,4,6,"2000+"
1203,"CA","US","disk",900,"2 UFOs sighted flying together over Santa Ana, California and photographed.","afternoon",33.74557,-117.86783,"America/Los_Angeles",335400,35,10,"2000+"
1204,"CA","US","disk",600,"A disk-like shape hovered around the sky, surrounded by lights.","night",34.17056,-118.83759,"America/Los_Angeles",129339,270,9,"2000+"
1205,"FL","US","disk",21600,"Unusual experience in Florida in 1954","night",28.03947,-81.9498,"America/New_York",104401,60,1,"-1960"
1206,"CA","US","disk",10,"Saucer in one position in sky, all of a sudden jets off and leaves a long trail of yellow behind it and disappears","afternoon",34.69804,-118.13674,"America/Los_Angeles",161103,719,2,"2000+"
1207,"FL","US","disk",600,"UFO Saucer was seen hovering beyond trees as we were driving towards home and then disappeared.","afternoon",27.94752,-82.45843,"America/New_York",384959,1,3,"1980-2000"
1208,"ON","CA","disk",600,"The two ufo's were spinnng sluggish circles around each other - rotating between being on the outside circle and the inside.","morning",43.70011,-79.4163,"America/Toronto",2600000,175,8,"1980-2000"
1209,"WA","US","disk",300,"Bright yellow object that cast light on cloud cover above it and was a disk or saucer shape.","night",48.99372,-122.74712,"America/Los_Angeles",5056,16,10,"2000+"
1210,"WA","US","disk",10,"At 09:21 I saw what is referred to as a daylight Disk. The sky was fifty percent overcast. the clouds were cumulus, big,white and puffy","nautical dusk",47.20316,-122.2404,"America/Los_Angeles",9700,23,7,"2000+"
1211,"WA","US","disk",518400,"Bright, pulsating lights on round object in Northern sky in Spokane on 6/28/08","night",47.65966,-117.42908,"America/Los_Angeles",213272,571,6,"2000+"
1212,"NY","US","disk",20,"the event took place on this date and i have a copy of a video that was shown on tv in the univision network.it was an almost mid-air c","morning",40.71427,-74.00597,"America/New_York",8804190,10,7,"2000+"
1213,"NY","US","disk",10,"Saw 1 greyish disk shaped object for about 10 seconds than it dissapered","nautical dusk",40.71399,-73.55902,"America/New_York",38132,22,4,"2000+"
1214,"ON","CA","disk",300,"i remember it just being there, it hovered and made NO sound and then i was like scared, i didnt know what it was, and My friend was wi","afternoon",42.30008,-83.01654,"America/Toronto",278013,441,6,"1980-2000"
1215,"ON","CA","disk",600,"At approx. 20:36 on my way home from work.  I was driving through this stretch of farm field area.  I was distracted by a very white li","nautical dusk",43.70011,-79.4163,"America/Toronto",2600000,181,4,"2000+"
1216,"CA","US","disk",5,"It's a sphere crossing the sky while abc films Huntington Beach Air show","morning",34.10834,-117.28977,"America/Los_Angeles",216108,321,10,"2000+"
1217,"CA","US","disk",259200,"1991 Yucca Valley, California These vessels are round and saucer shaped, plain with no identifying marks/a drab silver grey in color an","nautical dusk",34.11417,-116.43224,"America/Los_Angeles",21600,1027,1,"2000+"
1218,"TX","US","disk",600,"1 DISC shaped object - did not seem to be controlled","afternoon",32.69596,-97.60225,"America/Chicago",3412,269,2,"2000+"
1219,"CA","US","disk",86400,"We was on the Area were we was filming the Sun effects at 11am when suddenly we see one flyer object that have a shape of a disc with s","morning",34.05223,-118.24368,"America/Los_Angeles",3898747,89,8,"1980-2000"
1220,"CA","US","disk",300,"craft sighted over elsinore with multi-lights and no sound","morning",33.66808,-117.32726,"America/Los_Angeles",61981,395,7,"1980-2000"
1221,"NY","US","disk",300,"2 Landed UFOS Surrounded By Military Footage LINK https://www.mufoncms.com/files_jeud8334j/117252_submitter_file1__8012021.mp4","civil dusk",43.97478,-75.91076,"America/New_York",26780,142,8,"2000+"
1222,"CA","US","disk",1020,"Independence Day in Long Beach, CA.","night",33.76696,-118.18923,"America/Los_Angeles",474140,9,9,"2000+"
1223,"CA","US","disk",302400,"Sitting outside in the afternoon I saw a tiny light in the sky. Thought it was a star but kept an eye on it. It changed directions, it","afternoon",33.90224,-118.08173,"America/Los_Angeles",107140,28,7,"2000+"
1224,"AU","AU","disk",300,"I saw three circular shaped massive UFO's floating above my forming a triangle formation. They had flashing lights on the bottom of the","morning",-31.95224,115.8614,"Australia/Perth",2192229,4,5,"2000+"
1225,"CA","US","disk",45,"I DO HAVE ONE OTHER EXPERIENCE WITH SEEING A UFO TRAVELING UP HWY 29 TWO MONTHS AGO AS WELL AS TWO PARENTS OF FRIENDS THAT HAVE SEEN UF","astronomical dusk",37.90604,-122.54498,"America/Los_Angeles",14394,24,3,"2000+"
1226,"FL","US","disk",900,"Saucer with white gassy bottom approaches beachgoers at night and zips in, and zips away...silently.","night",26.46146,-80.07282,"America/New_York",66255,5,3,"1980-2000"
1227,"FL","US","disk",1200,"Metallic disc hovers near road in northeast pensacola","night",30.42131,-87.21691,"America/Chicago",53193,31,11,"1980-2000"
1228,"FL","US","disk",20,"Dark, extremely low and slow-flying, thick, disc-shaped UFO appeared over rooftop of neighbor's house.","night",26.65868,-80.24144,"America/New_York",62560,5,6,"2000+"
1229,"NY","US","disk",43200,"UFO saucer seen Binghamton, NY, 1968-69","night",42.09869,-75.91797,"America/New_York",46032,264,6,"1960-1980"
1230,"WA","US","disk",1800,"A disk appeared and performed several impossible turns/twists.","night",47.17176,-122.51846,"America/Los_Angeles",59829,80,10,"2000+"
1231,"CA","US","disk",30,"((HOAX??))  Saucer object with rotating colored lights hovering in sky.","night",37.90631,-122.06496,"America/Los_Angeles",68910,52,12,"2000+"
1232,"TX","US","disk",30,"Solid white disc traveling extremely fast, going due south.","night",32.94818,-96.72972,"America/Chicago",110815,192,8,"2000+"
1233,"TX","US","disk",10,"An UFO staying on the skjy with half red and half orange.","night",32.78306,-96.80667,"America/Chicago",1300092,128,10,"1980-2000"
1234,"ENG","GB","disk",4,"Very bright white disk shaped object hovered then shot upwards in an arc","night",51.92363,-2.09839,"Europe/London",0,114,9,"2000+"
1235,"CA","US","disk",300,"Blinking light hovers toward Palm Springs from Redlands","night",34.05557,-117.18254,"America/Los_Angeles",71035,414,3,"2000+"
1236,"ON","CA","disk",300,"Red and white or white and red running lights.","night",43.25011,-79.84963,"America/Toronto",519949,175,8,"1960-1980"
1237,"ENG","GB","disk",180,"strange disk shapes in opening of clouds","afternoon",51.50853,-0.12574,"Europe/London",8961989,46,1,"2000+"
1238,"ON","CA","disk",120,"2 small flying crafts passing slowly over my neighbourhood.

-Make no sound -saw them last 2 years ago -have 2 permanent lights and 3","night",43.3601,-80.31269,"America/Toronto",129920,169,7,"2000+"
1239,"WA","US","disk",120,"Driving around after swingshift to relax. Drove by familiar watertower; a red, flashing light caught my eye--to bright for the tower li","night",47.60621,-122.33207,"America/Los_Angeles",737015,56,11,"1960-1980"
1240,"WA","US","disk",120,"Object sighted by New Zealand Tourist in Tacoma 7 years ago.","nautical dusk",47.25288,-122.44429,"America/Los_Angeles",207948,74,3,"1980-2000"
1241,"FL","US","disk",120,"Stationary disk sat for 2 minutes, then flew off at enormous speed","morning",27.63864,-80.39727,"America/New_York",16358,4,7,"2000+"
1242,"CA","US","disk",300,"Floating flat disc seen in Oakland, CA.","afternoon",37.80437,-122.2708,"America/Los_Angeles",419267,13,4,"2000+"
1243,"FL","US","disk",60,"Red light disappeared behind a cloud then a dark gray round disc descended from cloud hovered above me and flew W.","night",26.00315,-80.22394,"America/New_York",166611,2,3,"2000+"
1244,"TX","US","disk",30,"Metallic like saucer perfectly still then travels at super velocity several miles, stops and returns, then disappears","morning",32.78306,-96.80667,"America/Chicago",1300092,128,9,"2000+"
1245,"ON","CA","disk",30,"What I first thought was a hot air balloon suddenly changed shape to reveal itself as a saucer overflying the heart of Canada's capital","afternoon",45.41117,-75.69812,"America/Toronto",812129,121,8,"2000+"
1246,"WA","US","disk",120,"While I cannot remember the exact date I remember the event very clearly considering it was over 25 years ago and I was only 9-years-ol","astronomical dusk",47.65966,-117.42908,"America/Los_Angeles",213272,571,8,"1960-1980"
1247,"NY","US","disk",3,"Saw out window.  Flashing red lights, huge and low to ground, disk shaped.","night",41.07621,-73.85875,"America/New_York",11560,37,11,"2000+"
1248,"TX","US","disk",600,"Dark Gray smokey shaped saucer above the highway","civil dawn",32.91262,-96.63888,"America/Chicago",236897,168,12,"2000+"
1249,"WA","US","disk",1800,"Reddish Orange Spheres seen by several people leaving a 4th of July party in Washington state","civil dusk",47.03426,-122.82319,"America/Los_Angeles",46409,62,7,"2000+"
1250,"ON","CA","disk",120,"It really scared me but nothing really happened after that.  ((anonymous report))","night",43.70011,-79.4163,"America/Toronto",2600000,175,3,"2000+"
1251,"WA","US","disk",300,"Disc shaped object with multiple colored lights hovered aprox 75 feet overhead. lights on bottom rotated to back. Lights flashing out o","night",47.52871,-121.82539,"America/Los_Angeles",13169,129,3,"1980-2000"
